,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,6.902073269393169,6.808084124302185,7.5985064205478405,6.424446815717489,7.462764392213004,5.602453717742252,6.691009087972028,5.955280188155913,6.191039897489099,6.236251899185202,6.8119950817542225,4.870915234719141,7.474253068762594,7.423689783475268,6.582584908118731,6.314487008544072,4.880291239764813,7.726482450033024,6.099803630129793,5.525130966259764
1,7.58117892863022,6.051386911472699,7.118624300034326,7.011271294287449,6.357475465256953,4.941720562754083,6.3710105010139,6.2810066987033055,5.3029995560586745,5.927658609846976,7.195043951780761,5.501185134304771,6.267372768299812,7.158209122679608,5.769501910692994,6.887154420823132,5.451486955738308,8.026329881799338,5.924830020992079,5.584509793356994
2,5.577646026728797,5.402774623260323,5.962179505810392,6.287150448344795,5.352789114497634,4.656925333457648,5.207086978982168,4.282343326049774,6.3056741377652195,5.138943107900144,5.494670640074289,4.3095771343808,5.629068266250259,6.4899692813333445,5.885056158750607,6.166230156632794,4.266577900239607,6.136155998961687,5.213533534087409,4.873645587611063
3,6.876759331535078,5.9950496793171775,6.45847123833784,5.922716159200396,6.17673487807171,5.2670184367428385,5.973713620032184,4.861857610002271,5.231178369321225,5.171157261738176,6.240410760737016,4.515836423027605,6.012648827970851,7.41133795336509,5.488340722552072,6.823659943638956,4.748821232654496,6.569566478764504,5.282684946115163,4.985121655966238
4,7.5996536145697995,7.2992303582134666,6.819952595966977,6.3889483696839156,6.3564351697878125,6.173588118931112,6.1176506117272735,6.492649308392828,5.943286151492193,6.750717529070225,7.053720392837009,5.039091228851929,6.458727948615462,8.365639110478519,5.1293759693060785,7.338192385790096,5.604158793164636,8.248137815979975,5.243136629364741,5.890728977564348
5,6.349527483310853,6.2120305444509665,6.032461233689528,5.735346616989354,5.54893641660712,5.084053448020341,5.29005835528396,5.532402648654659,6.138327743237622,6.285597426595443,6.0079544554809186,4.164790658290607,5.77266926144658,7.304823103301818,4.9316578855846664,6.35659857660747,4.666745079873053,6.653516623855346,4.2926080629667025,5.30085081857064
6,5.824546867438262,5.168151960238661,5.2042437423907595,5.801820690294255,5.751047039191738,4.4663438518984195,5.4325066052439785,4.935604579168723,5.140180939436927,5.534871245340112,4.971524789062349,3.7766244982871244,5.37578785143583,6.2615466759396785,5.0390342119800735,5.687917259895386,3.9150716758848385,7.2552823874749315,4.70884569695865,4.622888875292886
7,8.080638234389088,7.214688910620213,7.119518982093878,6.90184352862936,6.819310003954136,5.9459062072024595,6.237893993111167,6.2917980528337605,5.963206763365385,7.0376112979442675,7.965054543379255,5.584368003820967,6.465478889955064,8.508655744097783,6.438906120589376,7.584578298306714,6.106405323223275,8.812821868128237,6.439050427961404,6.7058024387135236
8,7.251163342929725,5.880590047208508,7.244906295118217,7.109793684412411,6.356842793779309,5.017142435000786,6.5120210563650325,6.453295241606098,6.499768896379099,6.477820044778435,6.635895460863997,4.77377501732846,6.334076776171333,7.641784512621354,5.7434740203607415,7.118453480054976,5.342280220056236,8.315006130304194,5.273038398692044,6.013563911202832
9,7.063918042580348,6.639533770019352,7.127181945788966,7.325184806773996,7.328568332613889,5.827903136127689,6.2493068511085115,5.9409987439647916,6.656798307205918,6.087847319738276,7.146879500842157,5.273071362488978,6.548716877578606,7.830131403806964,6.098891965932271,7.171213228053555,5.219279246790707,8.540450689457632,6.0073470420643895,6.054973091361415
10,6.354479615667846,5.429898404335083,5.178042841069778,5.8547258038984715,5.9537848804756,4.376452848805874,5.9714993565428856,4.527138367236087,5.559034102255216,5.7669977962681696,4.944257595859365,3.4153546765822473,5.27238125786356,6.622064414295111,5.3790786125228935,6.263631295058475,4.5683257254399035,6.911305571833725,4.674953134045375,5.414293178900843
11,7.020556426584219,6.38257933713404,5.933266346668374,6.727959597986821,6.15849033861679,5.175383328115118,6.112566940755896,5.0668013070836215,5.727972756331411,5.919349032157765,6.0142185743270336,4.680851535154085,5.684308140122957,7.398836363045454,5.573945166353561,7.193694870480382,4.832020338287722,7.620703565274405,5.519098432677006,5.306466414921648
12,6.566990698844203,5.718429527767069,5.413985895019868,5.498273042606115,5.315518615775422,4.803227402605213,5.380901153887637,4.937952266868165,5.271813871206331,5.6737642568424524,5.664531955915355,4.421734442120327,4.995605847344956,7.210423611010785,5.638698253926856,6.659932997307987,4.407457576883788,7.3502131796174455,4.965197714034626,5.07777519106524
13,7.3088464690653385,6.357653615946384,7.3942497389093855,7.370336663254644,7.554424745759311,5.0375160003407515,6.907007005907106,5.727256918061425,6.354109153308857,5.7622530873717475,6.764103553205856,5.0820877560507505,6.608190148980554,7.853627574761294,7.15140662432487,7.26273398513635,5.051016346138748,8.144040386522224,5.945553966220384,6.4017183243885984
14,5.701103733444882,5.3979576341983275,5.37873076337775,5.970416324676299,5.612986269619153,4.30972507238718,5.57479132881711,4.709097986171313,6.218998908170933,5.750103144849526,5.538244730821619,3.6019735791547336,5.37532567619042,6.6021669870296495,5.149840087879988,6.47706449232392,4.690044886425572,6.6085033870214005,4.556635471529099,5.4421277822960175
15,6.921995456424761,6.762344962996739,6.701378353626054,6.540400327559692,6.646588422999372,6.009782138753218,6.47246658097191,5.6134322022306655,7.265332175725124,6.665019380940531,6.469490271202743,4.567010701318458,6.883160765046879,8.527282699571847,6.179513111326741,7.509256332963708,5.3168825672821205,7.472833904073726,5.377179625437345,6.043675525591513
16,8.41576007709238,6.420418609822384,8.27921880992053,8.47342031791549,8.442215573116428,5.782053059615843,8.548093426017612,7.037485635610452,6.989023980541473,7.027859240503634,7.888061276310705,5.551384711762124,7.877341549416603,9.02450074807462,7.136189919830384,8.049778566450309,6.160105201375552,8.744896022911698,6.372770836095728,6.828347738987397
17,4.7369046290969266,4.935081411270859,4.985998637292727,4.718171543806356,4.108994163296833,4.354843689541278,4.3861032533740225,4.478021843503395,4.314451115668617,4.405354199481041,5.032244515962438,4.2296829851587665,4.635884087687796,6.1877528759894815,4.517376638416577,5.097010532888121,3.3801564339624126,5.777196457613587,3.8227174544483034,3.9199410422516068
18,6.6186164071363836,6.044336462561029,7.605922074307637,7.326705790264915,7.032346354779114,5.730607764012535,7.42364813853141,6.240320573808221,6.885670662061727,6.405185209523158,7.15440694911842,5.587673342929337,7.0596750569831155,8.788686928184584,6.147249521387108,7.892975388590201,4.581518901731632,8.176983744116175,5.154523843204423,6.0457889757522345
19,6.025931658363147,5.778921696131568,5.7381382151341285,5.204386136791855,5.462130869539357,5.280573200487854,5.718624734889538,4.759464484635561,5.481349450181606,5.518206241535343,5.908692364890586,4.217597321119253,5.557707898166813,7.019709959150113,4.900286297000113,6.745061350111074,4.270540430692667,6.628420766418521,4.517236532039955,5.136317800688769
